"candidate_id","issue_id","source_group_id","revision","year","title_guess","context","source_url","ocr_text_url","status"
"101091388.nlm.nih.gov-2771","101091388.nlm.nih.gov","american-cookery-magazine","rev2","1829","the  paste,  and  exposed  to  a  proper  degree  of  heat.","These are to be ground into a paste upon a fine stone with a muller; the substance to be silvered must be rubbed over with a sufficient quantity of the paste, and exposed to a proper degree of heat. Where the silver runs, it is taken from the fire, and dipped into weak spirit of salt to clean 't. Silvering on gilt work, by amalgamation. Silver will not attach itself to any metal by amal- gamation, unless it be first gilt. The process is the same as gilding in colours, only no acid should be used. To silver in the cold way. Take two drachms of each, tartar and common salt; \ a drachm of alum, and 20 grains of silver, precipitated from the nitrous acid by copper; make them into a paste with a little water. This is to be","https://archive.org/details/101091388.nlm.nih.gov","https://archive.org/download/101091388.nlm.nih.gov/101091388_djvu.txt","needs_review"
"101091388.nlm.nih.gov-2784","101091388.nlm.nih.gov","american-cookery-magazine","rev2","1829","them  into  a  paste  with  a  little  water.  This  is  to  be","Take two drachms of each, tartar and common salt; \ a drachm of alum, and 20 grains of silver, precipitated from the nitrous acid by copper; make them into a paste with a little water. This is to be rubbed on the surface to be silvered with a cork, &c. Another method. — Dissolve pure silver in aqua fortis, and precipitate the silver with common salt; make this precipitate into a paste, by adding a little more salt and cream of tartar. It is applied as in the former method. To separate the silver from plated copper. _ This process is applied lo recover the silver from 18","https://archive.org/details/101091388.nlm.nih.gov","https://archive.org/download/101091388.nlm.nih.gov/101091388_djvu.txt","needs_review"
"101091388.nlm.nih.gov-4014","101091388.nlm.nih.gov","american-cookery-magazine","rev2","1829","tion of  pounding  forms  it  into  a  paste,  break  it  with","oily portions, which alter its consistence, 6 or 7 oz. Reduce the amber to powder, and if the opera- tion of pounding forms it into a paste, break it with your fingers: then mix it with the essence, and heat the whole in a balneum marise. It will speedily dissolve, and the essence will take up, at the least, a fourth part of its weight of the prepared amber. When one coating of it is applied to white smooth wood, but without any preparation, it forms a very pure and very durable glazing, which speedily dries, but slower than copal varnish. Fat amber or copal varnish. Take of amber or copal of one fusion, 4 oz. es-","https://archive.org/details/101091388.nlm.nih.gov","https://archive.org/download/101091388.nlm.nih.gov/101091388_djvu.txt","needs_review"
"101091388.nlm.nih.gov-4931","101091388.nlm.nih.gov","american-cookery-magazine","rev2","1829","whole  being  thus  arranged,  a  liquid  paste  made","means the cloth can be easily stretched or relaxed, when the oily varnish has exercised an action on its texture in tne course of the operation. The whole being thus arranged, a liquid paste made with drying oil, which may be varied at pleasure, is applied to the cloth. To make liqirid paste -with drying oil. Mix Spanish white or tobacco-pipe clay, or any other argillaceous matter, with water, and leave it at rest some hours, which will be sufficient to sepa- rate the argillaceous parts, and to produce a sedi- ment. Stir the sediment with a broom, to com- plete the division of the earth ; and after it has rested some seconds, decant the turbid water into an earthen or wooden vessel. By this process the","https://archive.org/details/101091388.nlm.nih.gov","https://archive.org/download/101091388.nlm.nih.gov/101091388_djvu.txt","needs_review"
"101091388.nlm.nih.gov-4935","101091388.nlm.nih.gov","american-cookery-magazine","rev2","1829","To  make  liqirid  paste  -with  drying  oil.","with drying oil, which may be varied at pleasure, is applied to the cloth. To make liqirid paste -with drying oil. Mix Spanish white or tobacco-pipe clay, or any other argillaceous matter, with water, and leave it at rest some hours, which will be sufficient to sepa- rate the argillaceous parts, and to produce a sedi- ment. Stir the sediment with a broom, to com- plete the division of the earth ; and after it has rested some seconds, decant the turbid water into an earthen or wooden vessel. By this process the earth will be separated from the sand and other foreign bodies, which are precipitated, and which must be thrown away. If the earth has been washed by the same process, on a large scale, it is","https://archive.org/details/101091388.nlm.nih.gov","https://archive.org/download/101091388.nlm.nih.gov/101091388_djvu.txt","needs_review"
"101091388.nlm.nih.gov-5308","101091388.nlm.nih.gov","american-cookery-magazine","rev2","1829","Make  a  paste  of  the  flour,  and  whilst  hot,  put  in","black, a quarter of a pound of moist sugar, a table- spoonful of flour, a piece of tallow about the size of a walnut, and a small piece of gum-arabic. Make a paste of the flour, and whilst hot, put in the tallow, then the sugar, and afterward* mix the whole well together in a quart of water. To render leather -water proof. This is done by rubbing or brushing into the leather a mixture of drying oils, and any of the ox- ides or calxes of lead, copper, or iron; or by sub- stituting any of the gummy resins, in the room of the metallic oxides. — Repertory, vol. x. To make varnish for coloured drawings. Take of Canada balsam one ounce, spirit of tur-","https://archive.org/details/101091388.nlm.nih.gov","https://archive.org/download/101091388.nlm.nih.gov/101091388_djvu.txt","needs_review"
"101091388.nlm.nih.gov-5328","101091388.nlm.nih.gov","american-cookery-magazine","rev2","1829","To  make  furniture  paste.","ter; and when dry, apply the varnish with a camci's- hair brush. To make furniture paste. Scrape t'our ounces of bees' wax into a basin, and add as much oil of turpentine as will moisten it through. Now powder a quarter of an ounce of resin, and add as much Indian red as will bring it to a deep mahogany colour. When the composi- tion is properly stirred up, it will prove an excel- lent cement or paste for blemishes in mahogany, and other furniture. Another method. — Scrape four ounces of bees' wax as before. To a pint of oil of turpentine, in a glazed pipkin, add an ounce of alkanet-root. Co-","https://archive.org/details/101091388.nlm.nih.gov","https://archive.org/download/101091388.nlm.nih.gov/101091388_djvu.txt","needs_review"
"101091388.nlm.nih.gov-5336","101091388.nlm.nih.gov","american-cookery-magazine","rev2","1829","lent cement  or  paste  for  blemishes  in  mahogany,","resin, and add as much Indian red as will bring it to a deep mahogany colour. When the composi- tion is properly stirred up, it will prove an excel- lent cement or paste for blemishes in mahogany, and other furniture. Another method. — Scrape four ounces of bees' wax as before. To a pint of oil of turpentine, in a glazed pipkin, add an ounce of alkanet-root. Co- ver it close, and put it over a slow fire, attending it carefully that it may not boil o\er, or catch fire. When the liquid is of a deep red, add as much of it to the wax as will moisten it through, also a quarter of an ounce of powdered resin. Cover the whole close, and let it stand six hours, when it will be fit for use.","https://archive.org/details/101091388.nlm.nih.gov","https://archive.org/download/101091388.nlm.nih.gov/101091388_djvu.txt","needs_review"
"101239161.nlm.nih.gov-1016","101239161.nlm.nih.gov","american-cookery-magazine","rev2","1807","it  with  paste.","Cut the eels in lengths of two or three inches : season with pepper and salt, and place in the dish, with some bits of butter and a little water, and cover it with paste. S/iitchcock Eels. Take a large one, leave the skin on, cut it in pieces of four inches long, open it on the belly side, and clean it nicely : wipe it dry, and then wet it with a beaten egg, and streV it over on both sides with chopped parsley, pepper, salt, a very little sage, and a bit of mace pounded fine, and mixed with the seasoning. Rub the gridiron with a bit of suet, and broil the fish of a fine colour. Serve with anchovy and butter for sauce.","https://archive.org/details/101239161.nlm.nih.gov","https://archive.org/download/101239161.nlm.nih.gov/101239161_djvu.txt","needs_review"
"101239161.nlm.nih.gov-1216","101239161.nlm.nih.gov","american-cookery-magazine","rev2","1807","Lobster  Pie.","the gravy as above. It must be dressed at table, and eaten immediately. Lobster Pie. Boil two lobsters, or three small ; take out the tails, cut them in two, take out the gut, cut each in four pieces and lay them in a small dish. Put in then the meat of the claws, and that you have picked out of the body ; pick off the furry parts from the latter, and take out the lady ; then take the spawn, beat it in a mortar, likewise all the shells. Set them on to stew with some water, two or three spoonfuls of vinegar, pepper, salt, and some pounded mace. A large piece of butter, rolled in flour, must be added when the goodness of the shells is ob- tained. Give a boil or two and pour into the dish","https://archive.org/details/101239161.nlm.nih.gov","https://archive.org/download/101239161.nlm.nih.gov/101239161_djvu.txt","needs_review"
"101239161.nlm.nih.gov-1518","101239161.nlm.nih.gov","american-cookery-magazine","rev2","1807","Oyster  Patties  or  small  Pie.","saucers, and bake them before the fire, in a Dutch oven. Oyster Patties or small Pie. As you open the oysters, separate them from the liquor, which strain ; parboil them, after taking off FISH. 15 the beards. Parboil sweetbreads, and cutting them in slices, lay them and the oysters in layeis : season very lightly with salt, pepper, and mace. Then put half a teacup ofliquor, and the same of gravy. Bake in a slow oven ; and before you serve, put a teacup of cream, a little more oyster liquor and a cup of white gravy, all warmed, but not boiled. If","https://archive.org/details/101239161.nlm.nih.gov","https://archive.org/download/101239161.nlm.nih.gov/101239161_djvu.txt","needs_review"
"101239161.nlm.nih.gov-1934","101239161.nlm.nih.gov","american-cookery-magazine","rev2","1807","Roast  with  paste,  as  directed  above,  and  the  same","MEATS. 25 Haunch, Mck and Shoulders of Venison, Roast with paste, as directed above, and the same sauce. Stewed Shoulder. Let the meat hang till you judge proper to dress it, then take out the bone : beat the meat with a rolling pin. Lay some slices of mutton fat, that has lain a few hours in a little port wine, among it : sprinkle a little black and Jamaica pepper over it, in finest powder : roll it up tight, and fillet it. Set it in a stewpan that will only just hold it, with some mutton or beef gravy, not strong, half a pint of port, and some pepper and pimento. Simmer,","https://archive.org/details/101239161.nlm.nih.gov","https://archive.org/download/101239161.nlm.nih.gov/101239161_djvu.txt","needs_review"
"101239161.nlm.nih.gov-2007","101239161.nlm.nih.gov","american-cookery-magazine","rev2","1807","cover,  as  well  as  line  the  sides  with  a  thick  crust ;","The venison bones should be boiled with some fine old mutton. Of this gravy put half a pint cold into tiie dish, then lay butter on the venison, and cover, as well as line the sides with a thick crust ; MEATS. 27 but do not put one under the meat. Keep the re- mainder of the gravy till the pasty comes from the oven ; put it into the middle by a funnel, quite hot, and shake the dish to mix well. It should be sea- soned with pepper and salt. An imitation of Venison Pasty. Choose a large wellfed loin of mutton ; hang it","https://archive.org/details/101239161.nlm.nih.gov","https://archive.org/download/101239161.nlm.nih.gov/101239161_djvu.txt","needs_review"
"101239161.nlm.nih.gov-2030","101239161.nlm.nih.gov","american-cookery-magazine","rev2","1807","Crust  for  the  pasty,  see  under  the  article  of","Season as above, and bake ; making a gravy of the bones. Crust for the pasty, see under the article of crusts. Hashed Venison, Should be warmed with its own, or gravy with- out seasoning, as before, and only warmed through, not boiled. If there be no fat left, cut some slices of mutton fat, set on the fire, with a little port wine and sugar: simmer till dry; then add it to the hash, and it will eat as well as that of the venison. Beef or Pork, to be salted for eating immediately. The piece should not weigh more than five or","https://archive.org/details/101239161.nlm.nih.gov","https://archive.org/download/101239161.nlm.nih.gov/101239161_djvu.txt","needs_review"
"101239161.nlm.nih.gov-2196","101239161.nlm.nih.gov","american-cookery-magazine","rev2","1807","at  bottom  :  put  over  the  pan  a  brown  crust  and","moved at first. When to be dressed, dip it in cold water to take off the loose spice : bind it up tight with tape : put it into a pan, and a teacup of water at bottom : put over the pan a brown crust and paper, and bake it five or six hours. When cold, remove the paste and fillet. The gravy is very fine, and a little of it adds greatly to the flavor of any hash, soup, &c. Both gravy and beef will keep some time. The latter should be cut with a very sharp knife, and quite smooth, to prevent waste. Collared Beef. Choose the thin end of the flank of fine mellow beef, but not too fat. Lay it in a dish with salt, and","https://archive.org/details/101239161.nlm.nih.gov","https://archive.org/download/101239161.nlm.nih.gov/101239161_djvu.txt","needs_review"
"101239161.nlm.nih.gov-561","101239161.nlm.nih.gov","american-cookery-magazine","rev2","1807","an  advantage  to  paste,  and  make  a  pretty  dish","to think that the whites made cakes and puddings heavy ; on the contrary, if beaten long and sepa- rately, they contribute greatly to give lightness, are an advantage to paste, and make a pretty dish beaten with fruit, to set in cream, &c. If copper utensils be used in the kitchen, the cook should be charged to be very careful not to let the tin be rubbed off; and to have them fresh done when the least defect appears, and never to put by any soup, gravy, &c. in them, or any metal utensil ; .stone and earthen vessels should be pro- vided for those purposes, as likewise plenty of common dishes, that the table set may not be used to put by cold meat.","https://archive.org/details/101239161.nlm.nih.gov","https://archive.org/download/101239161.nlm.nih.gov/101239161_djvu.txt","needs_review"
"americancookery0022unse-3372","americancookery0022unse","american-cookery-magazine","rev2","1918","mixtures where yeast is called for, use bread flour; in all other flour mixtures, use cake or pastry flour.","N ALL recipes where flour is used, unless otherwise stated, the flour is measured after sifting once. Where flour is measured by cups, the cup is filled with a spoon, and a level cupful is meant. A tablespoonful or teaspoonful of any designated material is a LEVEL spoonful In flour mixtures where yeast is called for, use bread flour; in all other flour mixtures, use cake or pastry flour. SUGGESTIONS FOR JUNE-JULY IVE as far as possible on perishable supplies that those suitable for trans- portation may feed the starving in Europe. With the abundance of fish available at this season it is no hardship to plan for two meatless days each week. Study your cook books and cookery magazines and learn how to add protein in the form of eggs, cheese and milk to vegetables lacking protein, but useful for their varied flavors and valuable mineral constituents, thereby making meat","https://archive.org/details/americancookery0022unse","https://archive.org/download/americancookery0022unse/americancookery0022unse_djvu.txt","needs_review"
"americancookery0022unse-3794","americancookery0022unse","american-cookery-magazine","rev2","1918","or crust broken up fine enough to meas-","a food chopper, or less dry crusts grated, or crust broken up fine enough to meas- ure solid. On this bread pour one cup of scalded milk and two cups of boiling water. If the crusts have been simply broken, push them through a sieve with a pestle. Nothing need be done to ground or grated crusts. Add two table- spoonfuls of shortening, a teaspoonful of salt, one-third a cup of molasses, and,| if at night, one-half a cup of compressed yeast mixed with half a cup of lukewarm water or milk. To mix in the morning, use one whole yeastcake. Mix all togeth- er; add one cup and a half of Graham","https://archive.org/details/americancookery0022unse","https://archive.org/download/americancookery0022unse/americancookery0022unse_djvu.txt","needs_review"
"americancookery0022unse-3801","americancookery0022unse","american-cookery-magazine","rev2","1918","spoonfuls of shortening, a teaspoonful of","broken, push them through a sieve with a pestle. Nothing need be done to ground or grated crusts. Add two table- spoonfuls of shortening, a teaspoonful of salt, one-third a cup of molasses, and,| if at night, one-half a cup of compressed yeast mixed with half a cup of lukewarm water or milk. To mix in the morning, use one whole yeastcake. Mix all togeth- er; add one cup and a half of Graham the omelet is in the oven, melt three tablespoonfuls of butter; in it cook three tablespoonfuls of flour and one-third a teaspoonful, each, of salt and pepper; add one cup and a half of milk and stir","https://archive.org/details/americancookery0022unse","https://archive.org/download/americancookery0022unse/americancookery0022unse_djvu.txt","needs_review"
"americancookery0022unse-3895","americancookery0022unse","american-cookery-magazine","rev2","1918","between the paper and meringue.","with granulated sugar and let bake about 3 minutes in a very moderate oven. Remove by running a spatula between the paper and meringue. Macedoine of Cake, Marshmallows, Cherries, etc., in Caramel Cream Soften half a package of gelatine in half a cup of cold milk. Cook half a cup of sugar to caramel; add half a cup of water, cover and let cook to a syrup; add three tablespoonfuls of sugar and","https://archive.org/details/americancookery0022unse","https://archive.org/download/americancookery0022unse/americancookery0022unse_djvu.txt","needs_review"
"americancookery0022unse-3936","americancookery0022unse","american-cookery-magazine","rev2","1918","Use pastry left after making a pie.","Banana Tarts Use pastry left after making a pie. Roll thin and use to cover long, narrow Brownie tins; prick the paste and set BANANA TARTS 40 AMERICAN the tins on a baking sheet to keep the edges from the floor of the oven. Bake to a light amber color,(8 to 10 minutes).","https://archive.org/details/americancookery0022unse","https://archive.org/download/americancookery0022unse/americancookery0022unse_djvu.txt","needs_review"
"americancookery0022unse-3938","americancookery0022unse","american-cookery-magazine","rev2","1918","Brownie tins; prick the paste and set","Use pastry left after making a pie. Roll thin and use to cover long, narrow Brownie tins; prick the paste and set BANANA TARTS 40 AMERICAN the tins on a baking sheet to keep the edges from the floor of the oven. Bake to a light amber color,(8 to 10 minutes). For each two tarts allow one banana and about three tablespoonfuls of fruit jelly.","https://archive.org/details/americancookery0022unse","https://archive.org/download/americancookery0022unse/americancookery0022unse_djvu.txt","needs_review"
"americancookery0022unse-3950","americancookery0022unse","american-cookery-magazine","rev2","1918","For each two tarts allow one banana and","the tins on a baking sheet to keep the edges from the floor of the oven. Bake to a light amber color,(8 to 10 minutes). For each two tarts allow one banana and about three tablespoonfuls of fruit jelly. A teaspoonful of lemon juice may be added if at hand. Melt the jelly in an equal measure of boiling water. Re- move the bananas from the skin, scrape and cut in thin slices; drop in the syrup, cover and let cook until hot throughout. Remove to the pastry cases, letting one slice overlap another lengthwise of the case; cook the jelly a few minutes; coat with the half set jelly. Serve when nearly or quite cold as is convenient.","https://archive.org/details/americancookery0022unse","https://archive.org/download/americancookery0022unse/americancookery0022unse_djvu.txt","needs_review"
"americancookery0022unse-3958","americancookery0022unse","american-cookery-magazine","rev2","1918","Remove to the pastry cases, letting one","move the bananas from the skin, scrape and cut in thin slices; drop in the syrup, cover and let cook until hot throughout. Remove to the pastry cases, letting one slice overlap another lengthwise of the case; cook the jelly a few minutes; coat with the half set jelly. Serve when nearly or quite cold as is convenient. Canned Asparagus Cut the asparagus stalks to the height of the jar before it begins to narrow to the neck. Lay the asparagus in a sauce- pan, cover with boiling water and let","https://archive.org/details/americancookery0022unse","https://archive.org/download/americancookery0022unse/americancookery0022unse_djvu.txt","needs_review"
"americancookery00unkngoog-4823","americancookery00unkngoog","american-cookery-magazine","rev2","1919","where  yeast  is  called  for,  use  bread  flour;  in  all  other  flour  mixtures,  use  cake  or  pastry  flour.","IN ALL recipes where flour is used, unless otherwise stated, the flour is measured after sifting once. Where flour is measured by cups, the cup is filled with a spoon, and a level cupful is meant. A tablespoonful or teaspoonful of any designated material is a LEVEL spoonful. In flour mixtures where yeast is called for, use bread flour; in all other flour mixtures, use cake or pastry flour. Hominy or Rice Puffs TO one cup of boiled hominy or rice (preferably hot) add half a teaspoon- ful of salt, one tablespoonful of fat and ^o egg-yolks beaten until thick and light colored; then fold in the whites of two eggs beaten very light. Drop by table- spoonfuls on a greased baking tin and bake in a quick oven.","https://archive.org/details/americancookery00unkngoog","https://archive.org/download/americancookery00unkngoog/americancookery00unkngoog_djvu.txt","needs_review"
"americancookery00unkngoog-4881","americancookery00unkngoog","american-cookery-magazine","rev2","1919","shortening,  salt  and  sugar,  the  egg,  and","The hominy may be hot or cold; mix the milk through it evenly; add the shortening, salt and sugar, the egg, and the flour and meal sifted with the baking powder. This makes one dozen mufiins. Rice may be used in place of the hominy. 33 Digitized by Google","https://archive.org/details/americancookery00unkngoog","https://archive.org/download/americancookery00unkngoog/americancookery00unkngoog_djvu.txt","needs_review"
"americancookery00unkngoog-4942","americancookery00unkngoog","american-cookery-magazine","rev2","1919","in  the  shortening  and  add  milk  gradually","Sift the dry ingredients together; cut in the shortening and add milk gradually while mixing to a dough. The dough should be mixed quite soft, as it thickens BARLEY POP-OVERS smooth. Use a Dover egg beater. Bake about forty minutes in a hot, well- greased iron pan. The pop-overs are good, but will not puff quite as high as when made with wheat flour. One- fourth a cup of rice flour may replace half","https://archive.org/details/americancookery00unkngoog","https://archive.org/download/americancookery00unkngoog/americancookery00unkngoog_djvu.txt","needs_review"
"americancookery00unkngoog-4958","americancookery00unkngoog","american-cookery-magazine","rev2","1919","Meat  Pie","fourth a cup of rice flour may replace half a cup of the barley flour. Meat Pie This may be made of any tender left over meat. Boiled forequarter of lamb, left over, was used in the dish shown in the illustration. The broth left from the meat was used for the sauce. For rather more than a pint of meat prepare a pint of sauce. Melt four tablespoonfuls of fat; in it cook four tablespoonfuls of flour and half a teaspoonful of salt; add a pint after first mixing. Turn on a floured","https://archive.org/details/americancookery00unkngoog","https://archive.org/download/americancookery00unkngoog/americancookery00unkngoog_djvu.txt","needs_review"
"americancookery00unkngoog-5004","americancookery00unkngoog","american-cookery-magazine","rev2","1919","MEAT  PIE","35 MEAT PIE one cup and a half of chopped chicken and the beaten yolks of three eggs; fold in the whites of three eggs beaten very light, and turn into a well-greased baking dish. Let cook in a pan of boiling water, in the oven, until firm in the center. Serve the instant it is taken from the oven with a sauce made of one-fourth a cup, each, of fat and rice flour, one cup, each, of chicken broth and tomato puree and half a teaspoonful, each, of salt and","https://archive.org/details/americancookery00unkngoog","https://archive.org/download/americancookery00unkngoog/americancookery00unkngoog_djvu.txt","needs_review"
"americancookery00unkngoog-5120","americancookery00unkngoog","american-cookery-magazine","rev2","1919","fourth  a  cup  of  shortening  and  pour  into","while the meal is being added, then cover and let cook over boiling water, stirring occasionally, one hour. Beat in one- fourth a cup of shortening and pour into a bowl. When cooled a little, beat in half a cup of sour cream or buttermilk and two-thirds a cup of sweet milk; sift to- gether two cups of wheat flour, or one freed of seeds and cut in thin slices or bits, and a quart of cooked potatoes, cut into rounds or slices one-fourth an inch in thickness. Mix all together thor- oughly, then add consomme or broth nearly to cover the potatoes; cover and let cook very gently until the liquid is","https://archive.org/details/americancookery00unkngoog","https://archive.org/download/americancookery00unkngoog/americancookery00unkngoog_djvu.txt","needs_review"
"americancookery00unkngoog-5269","americancookery00unkngoog","american-cookery-magazine","rev2","1919","fuls  of  shortening,  and  with  milk  mix  to  a","flour, half a teaspoonful or more of salt and four level teaspoonfuls of baking powder. Cut in about five tablespoon- fuls of shortening, and with milk mix to a soft dough. Grease two tins seven inches melted, add this mixture to the dry in- gredients, alternately, with the water. Bake as any gingerbread. English Pineapple Pie Drain and heat the juice from a two- pound can of sliced pineapple. Mix three-fourths a cup of sugar with three tablespoonfuls of flour and stir into the","https://archive.org/details/americancookery00unkngoog","https://archive.org/download/americancookery00unkngoog/americancookery00unkngoog_djvu.txt","needs_review"
"americancookery00unkngoog-5277","americancookery00unkngoog","american-cookery-magazine","rev2","1919","English  Pineapple  Pie","gredients, alternately, with the water. Bake as any gingerbread. English Pineapple Pie Drain and heat the juice from a two- pound can of sliced pineapple. Mix three-fourths a cup of sugar with three tablespoonfuls of flour and stir into the hot juice. Continue to stir until the mixture thickens, then let cook over hot water about ten minutes. Beat the yolks of two eggs and stir through the mixture; add two tablespoonfuls of butter sub- stitute and five slices of pineapple cut into bits. Have ready a pastry shell (baked over an inverted plate) and fill it","https://archive.org/details/americancookery00unkngoog","https://archive.org/download/americancookery00unkngoog/americancookery00unkngoog_djvu.txt","needs_review"
"americancookery19unse_0-1822","americancookery19unse_0","american-cookery-magazine","rev2","1914","couldn't  make  a  custard  pie  to  suit  Eben-","know more languages than ever came out of the Tower of Babel, and still he'd think you a flat failure, if you couldn't make a custard pie to suit Eben- ezer Lawrence Way !"" ""I should think he ought to be kindly encouraged to do his own cooking. Now, Aunt Nan, you go straight back and lie down and promise me not to get up again for any number of uncles. I shall do better, alone with my misery. You scare me out of what little wit I've got, prowling around when you're not fit to stir."" ""But you see. Hazel, such a lot de-","https://archive.org/details/americancookery19unse_0","https://archive.org/download/americancookery19unse_0/americancookery19unse_0_djvu.txt","needs_review"
"americancookery19unse_0-1836","americancookery19unse_0","american-cookery-magazine","rev2","1914","pends on  that  pie,""  pleaded  little  Miss","to stir."" ""But you see. Hazel, such a lot de- pends on that pie,"" pleaded little Miss Nan. ""I couldn't quite tell Uncle Eben that you could cook when he asked about your qualifications, but, then, I didn't tell him you couldn't. I only said you had great capabilities, like all the Ways, and that I didn't believe he would ever repent if he took you home to live with him. But I expect a good deal depends on your being able to make custard pie that will 'stand alone,' as he puts it. 16","https://archive.org/details/americancookery19unse_0","https://archive.org/download/americancookery19unse_0/americancookery19unse_0_djvu.txt","needs_review"
"americancookery19unse_0-2117","americancookery19unse_0","american-cookery-magazine","rev2","1914","ing, but  he  does  love  custard  pie  so! —","""You mustn't cherish hard feelings,"" urged Aunt Nan. ""I know as well as anybody that Uncle Eben is exasperat- ing, but he does love custard pie so! — if you make him go without any, I'm afraid your chances are spoiled for that two hun"" — ""He will have to get along with a cream-puff,"" insisted Hazel. ""They're only too good for him."" ""You do seem possessed to make cream-puffs,"" observed Aunt Nan in a tone of mild bewilderment. ""And you've got so you can make 'em fit for angels. Ell say that for you, child ! I revel in","https://archive.org/details/americancookery19unse_0","https://archive.org/download/americancookery19unse_0/americancookery19unse_0_djvu.txt","needs_review"
"americancookery19unse_0-3386","americancookery19unse_0","american-cookery-magazine","rev2","1914","can,  and  the  crust  of  the  first  lemon  pie","a hatchet, because she didn't know where the joints were; how the first bis- cuits disappeared from oven to garbage can, and the crust of the first lemon pie came to the top and refused to stay down. All of these little ""experiments,"" as she called them, were good jokes after they were over. Through them she learned to cook. Through other mis- takes she learned to do the hundreds of other things that go to make up the business of housekeeping. Her husband was sweetly oblivious of these ""experi- ments."" By the time he came home there were other things in their places","https://archive.org/details/americancookery19unse_0","https://archive.org/download/americancookery19unse_0/americancookery19unse_0_djvu.txt","needs_review"
"americancookery19unse_0-3874","americancookery19unse_0","american-cookery-magazine","rev2","1914","paste  (cream  cake  mixture)  and  mix  to","the yolk of a raw egg into the crumbs with a pestle, adding the yolk gradually ; add half the bulk of bread or choux- paste (cream cake mixture) and mix to a smooth paste ; roll into a sheet, cut into half-inch cubes or roll in the hands into balls, half an inch in diameter. Fry the cubes or balls in clarified butter; drain on soft paper and use as above. Sardine Toast Remove the crust from carefully sliced bread, and toast a good brown. Have ready maitre d'hotel butter — (one-fourth a cup of butter beaten to a cream and mixed with a teaspoonful,","https://archive.org/details/americancookery19unse_0","https://archive.org/download/americancookery19unse_0/americancookery19unse_0_djvu.txt","needs_review"
"americancookery19unse_0-3875","americancookery19unse_0","american-cookery-magazine","rev2","1914","a  smooth  paste ;  roll  into  a  sheet,  cut  into","with a pestle, adding the yolk gradually ; add half the bulk of bread or choux- paste (cream cake mixture) and mix to a smooth paste ; roll into a sheet, cut into half-inch cubes or roll in the hands into balls, half an inch in diameter. Fry the cubes or balls in clarified butter; drain on soft paper and use as above. Sardine Toast Remove the crust from carefully sliced bread, and toast a good brown. Have ready maitre d'hotel butter — (one-fourth a cup of butter beaten to a cream and mixed with a teaspoonful, each, of lemon juice and fine-chopped","https://archive.org/details/americancookery19unse_0","https://archive.org/download/americancookery19unse_0/americancookery19unse_0_djvu.txt","needs_review"
"americancookery19unse_0-4030","americancookery19unse_0","american-cookery-magazine","rev2","1914","Individual  ]Meat  Pies","melted butter- Individual ]Meat Pies Sift together two cups of pastry flour, two level teaspoonfuls of baking powder and half a teaspoonful of salt. With two knives cut in half a cup of shorten- ing, then mix to a dough with cold water. About one-third a cup of water will be needed. Add the last of the water cautiously, as flour varies in the quantity it will absorb. Roll two-thirds of the paste into a sheet and use to line small deep tins. Roll the rest of the pas- try into a sheet, and spread two table-","https://archive.org/details/americancookery19unse_0","https://archive.org/download/americancookery19unse_0/americancookery19unse_0_djvu.txt","needs_review"
"americancookery19unse_0-4032","americancookery19unse_0","american-cookery-magazine","rev2","1914","Sift  together  two  cups  of  pastry  flour,","Individual ]Meat Pies Sift together two cups of pastry flour, two level teaspoonfuls of baking powder and half a teaspoonful of salt. With two knives cut in half a cup of shorten- ing, then mix to a dough with cold water. About one-third a cup of water will be needed. Add the last of the water cautiously, as flour varies in the quantity it will absorb. Roll two-thirds of the paste into a sheet and use to line small deep tins. Roll the rest of the pas- try into a sheet, and spread two table- spoonfuls of butter over one half of it ; fold the paste to enclose the butter and","https://archive.org/details/americancookery19unse_0","https://archive.org/download/americancookery19unse_0/americancookery19unse_0_djvu.txt","needs_review"
"americancookery19unse_1-3937","americancookery19unse_1","american-cookery-magazine","rev2","1914","with  marshmallow  filling  and  roll  like  a","or until firm to the touch. Turn on to a cloth or paper and trim off the crisp edges; when cooled somewhat, spread with marshmallow filling and roll like a jelly-roll; roll in the cloth and let stand half an hour or longer. Spread con- fectioners' chocolate frosting over the top. Marshmallow Filling Set one-fourth a pound of marsh- mallows to heat and soften in a double boiler. Melt one cup of granulated sugar in one-fourth a cup of boiling water","https://archive.org/details/americancookery19unse_1","https://archive.org/download/americancookery19unse_1/americancookery19unse_1_djvu.txt","needs_review"
"americancookery19unse_1-3943","americancookery19unse_1","american-cookery-magazine","rev2","1914","Marshmallow  Filling","fectioners' chocolate frosting over the top. Marshmallow Filling Set one-fourth a pound of marsh- mallows to heat and soften in a double boiler. Melt one cup of granulated sugar in one-fourth a cup of boiling water spoonfuls of granulated sugar and three tablespoonfuls of boiling water and stir until smooth and boiling; add more water if needed, a teaspoonful at a time, then stir in sifted confectioners' sugar to make a frosting of the proper","https://archive.org/details/americancookery19unse_1","https://archive.org/download/americancookery19unse_1/americancookery19unse_1_djvu.txt","needs_review"
