issue_id,source_group_id,revision,title,creator,year,date,repository,source_url,status
specimensoftable00cole_1,table-talk,rev2,Specimens of the table talk of Samuel Taylor Coleridge.,"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843', 'Markham, Edwin, 1852-1940']",1852,1852-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimensoftable00cole_1,issue_candidate
specimensoftabl00cole,table-talk,rev2,Specimens of the table talk of Samuel Taylor Coleridge,"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843, ed']",1852,1852-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimensoftabl00cole,issue_candidate
completeworksofs01coleuoft,table-talk,rev2,The complete works of Samuel Taylor Coleridge : with an introductory essay upon his philosophical and theological opinions,"['Coleridge, Samuel Taylor, 1772-1834', 'Shedd, William Greenough Thayer, 1820-1894', 'Coleridge, Henry Nelson, 1798-1843', 'Coleridge, Sara Coleridge, 1802-1852', 'Marsh, James, 1794-1842', 'Coburn, Kathleen']",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs01coleuoft,issue_candidate
completeworksofs05cole,table-talk,rev2,The complete works of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs05cole,issue_candidate
completeworkssa01unkngoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge. With an introductory essay upon his philosophical and theological opinions,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa01unkngoog,issue_candidate
completeworkssa06unkngoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge : With an introductory essay upon his philosophical and theological opinions,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa06unkngoog,issue_candidate
completeworksofs07cole,table-talk,rev2,The complete works of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs07cole,issue_candidate
completeworksofs06cole_0,table-talk,rev2,The complete works of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs06cole_0,issue_candidate
completeworksofs05coleuoft,table-talk,rev2,The complete works of Samuel Taylor Coleridge : with an introductory essay upon his philosophical and theological opinions,"['Coleridge, Samuel Taylor, 1772-1834', 'Shedd, William Greenough Thayer, 1820-1894', 'Coleridge, Henry Nelson, 1798-1843', 'Coleridge, Sara Coleridge, 1802-1852', 'Marsh, James, 1794-1842', 'Coburn, Kathleen']",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs05coleuoft,issue_candidate
completeworkssa04unkngoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge. With an introductory essay upon his philosophical and theological opinions,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa04unkngoog,issue_candidate
completeworkssa08unkngoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge. With an introductory essay upon his philosophical and theological opinions,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa08unkngoog,issue_candidate
tabletalkonbook00smitgoog,table-talk,rev2,"Table-talk on Books, Men, and Manners","Robert Conger Pell , Sydney Smith",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkonbook00smitgoog,issue_candidate
completeworksofs01cole_0,table-talk,rev2,The complete works of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs01cole_0,issue_candidate
tabletalkonbooks00pelliala,table-talk,rev2,"Table-talk on books, men, and manners","Pell, Robert Conger, 1835-1868",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkonbooks00pelliala,issue_candidate
completeworkssa21colegoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge. With an introductory essay upon his philosophical and theological opinions,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa21colegoog,issue_candidate
workswilliamcow02andrgoog,table-talk,rev2,The works of William Cowper,"Cowper, William, 1731-1800",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow02andrgoog,issue_candidate
completeworksofs02cole,table-talk,rev2,The complete works of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs02cole,issue_candidate
completeworksofs03coleuoft,table-talk,rev2,The complete works of Samuel Taylor Coleridge : with an introductory essay upon his philosophical and theological opinions,"['Coleridge, Samuel Taylor, 1772-1834', 'Shedd, William Greenough Thayer, 1820-1894', 'Coleridge, Henry Nelson, 1798-1843', 'Coleridge, Sara Coleridge, 1802-1852', 'Marsh, James, 1794-1842', 'Coburn, Kathleen']",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs03coleuoft,issue_candidate
completeworksofs07coleuoft,table-talk,rev2,The complete works of Samuel Taylor Coleridge : with an introductory essay upon his philosophical and theological opinions,"['Coleridge, Samuel Taylor, 1772-1834', 'Shedd, William Greenough Thayer, 1820-1894', 'Coleridge, Henry Nelson, 1798-1843', 'Coleridge, Sara Coleridge, 1802-1852', 'Marsh, James, 1794-1842', 'Coburn, Kathleen']",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs07coleuoft,issue_candidate
completeworkssa00shedgoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge. With an introductory essay upon his philosophical and theological opinions,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa00shedgoog,issue_candidate
completeworksofs04cole_0,table-talk,rev2,The complete works of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs04cole_0,issue_candidate
completeworksofs03cole,table-talk,rev2,The complete works of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1853,1853-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworksofs03cole,issue_candidate
miscellaneouswo00hazlgoog,table-talk,rev2,The miscellaneous works,"Hazlitt, William, 1778-1830",1854,1854-01-01T00:00:00Z,Internet Archive,https://archive.org/details/miscellaneouswo00hazlgoog,issue_candidate
cu31924013172634,table-talk,rev2,"The task, Table talk, and other poems, with critical observations of various authors on his genius and character, and notes, critical and illustrative","Cowper, William, 1731-1800",1854,1854-01-01T00:00:00Z,Internet Archive,https://archive.org/details/cu31924013172634,issue_candidate
completeworkssa22colegoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge. With an introductory essay upon his philosophical and theological opinions,"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843', 'Coleridge, Sara Coleridge, 1802-1852. ed', 'Shedd, William Greenough Thayer, 1820-1894. ed']",1854,1854-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa22colegoog,issue_candidate
miscellaneouswo01hazlgoog,table-talk,rev2,The miscellaneous works,"Hazlitt, William, 1778-1830",1854,1854-01-01T00:00:00Z,Internet Archive,https://archive.org/details/miscellaneouswo01hazlgoog,issue_candidate
cu31924013540756,table-talk,rev2,Recollections of the table-talk of Samuel Rogers. To which is added Porsoniana,"Rogers, Samuel, 1763-1855",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/cu31924013540756,issue_candidate
recoltabletalk00rogerich,table-talk,rev2,Recollections of the table-talk of Samuel Rogers : to which is added Porsoniana,"['Rogers, Samuel, 1763-1855', 'Making of America Project', 'Dyce, Alexander, 1798-1869', 'Maltby, William, 1763-1854']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recoltabletalk00rogerich,issue_candidate
recollectionsta00dycegoog,table-talk,rev2,Recollections of the table-talk of Samuel Rogers. ; To which is added Porsoniana,"['Rogers, Samuel, 1763-1855', 'Dyce, Alexander, 1798-1869', 'Maltby, William, 1763-1854']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsta00dycegoog,issue_candidate
recollectionsta01dycegoog,table-talk,rev2,Recollections of the table-talk of Samuel Rogers. ; To which is added Porsoniana,"['Rogers, Samuel, 1763-1855', 'Dyce, Alexander, 1798-1869', 'Maltby, William, 1763-1854']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsta01dycegoog,issue_candidate
recollectionsta02maltgoog,table-talk,rev2,Recollections of the Table-talk of Samuel Rogers,"Samuel Rogers , Richard Porson , Alexander Dyce , William Maltby",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsta02maltgoog,issue_candidate
bib_fict_4117326,table-talk,rev2,Recollections of the table-talk of Samuel Rogers. To which is added Porsoniana. Third edition,"Rogers, Samuel ; Dyce, Alexander (ed.)",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/bib_fict_4117326,issue_candidate
recollectionsta01maltgoog,table-talk,rev2,Recollections of the table-talk of Samuel Rogers. ; To which is added Porsoniana,"['Rogers, Samuel, 1763-1855', 'Dyce, Alexander, 1798-1869', 'Maltby, William, 1763-1854']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsta01maltgoog,issue_candidate
tabletalkofjohns00seldiala,table-talk,rev2,Table-talk of John Selden,"['Selden, John, 1584-1654', 'Milward, Ri. (Richard), 1609-1680', 'FitzGerald, Edward, 1809-1883']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkofjohns00seldiala,issue_candidate
recollectionsta00rogegoog,table-talk,rev2,Recollections of the table-talk of Samuel Rogers. ; To which is added Porsoniana,"['Rogers, Samuel, 1763-1855', 'Dyce, Alexander, 1798-1869', 'Maltby, William, 1763-1854']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsta00rogegoog,issue_candidate
recollectionsta00maltgoog,table-talk,rev2,Recollections of the table-talk of Samuel Rogers. ; To which is added Porsoniana,"['Rogers, Samuel, 1763-1855', 'Dyce, Alexander, 1798-1869', 'Maltby, William, 1763-1854']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsta00maltgoog,issue_candidate
tabletalksamuel00unkngoog,table-talk,rev2,Table - Talk Of Samuel Rogers,d. appleton and com.,1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalksamuel00unkngoog,issue_candidate
recollectionsoft00ro,table-talk,rev2,Recollections of the table-talk of Samuel Rogers. To which is added Porsoniana,"['Rogers, Samuel, 1763-1855', 'Dyce, Alexander, 1798-1869, [from old catalog] ed', 'Maltby, William, 1763-1854. [from old catalog]']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsoft00ro,issue_candidate
recollectionsoft00rog,table-talk,rev2,Recollections of the table-talk of Samuel Rogers. ; To which is added Porsoniana,"['Rogers, Samuel, 1763-1855', 'Dyce, Alexander, 1798-1869', 'Maltby, William, 1763-1854']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsoft00rog,issue_candidate
recollectionsoft00roge2,table-talk,rev2,Recollections of the table-talk of Samuel Rogers,"['Rogers, Samuel, 1763-1855', 'Dyce, Alexander, 1798-1869, [from old catalog] ed', 'Maltby, William, 1763-1854. [from old catalog]']",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsoft00roge2,issue_candidate
tasktabletalkoth0000jame,table-talk,rev2,"The Task, Table talk, and other Poems",James Robert Boyd,1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tasktabletalkoth0000jame,issue_candidate
completeworkssa07unkngoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge. With an introductory essay upon his philosophical and theological opinions,"Coleridge, Samuel Taylor, 1772-1834",1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa07unkngoog,issue_candidate
tasktabletalkan00cowpgoog,table-talk,rev2,"The Task, Table Talk, and Other Poems, of William Cowper: With Critical Observations of Various ...",William Cowper,1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tasktabletalkan00cowpgoog,issue_candidate
tabletalkjohnse02seldgoog,table-talk,rev2,The Table-talk of John Selden,John Selden,1856,1856-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkjohnse02seldgoog,issue_candidate
tasktabletalkan01cowpgoog,table-talk,rev2,"The Task, Table Talk, and Other Poems of William Cowper",William Cowper,1857,1857-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tasktabletalkan01cowpgoog,issue_candidate
proseworks00longrich,table-talk,rev2,Prose works of Henry Wadsworth Longfellow,"Longfellow, Henry Wadsworth, 1807-1882",1857,1857-01-01T00:00:00Z,Internet Archive,https://archive.org/details/proseworks00longrich,issue_candidate
teatabletalkenn01goog,table-talk,rev2,"Tea-table Talk, Ennobled Actresses, and Other Miscellanies",Mathews (Anne Jackson ),1857,1857-01-01T00:00:00Z,Internet Archive,https://archive.org/details/teatabletalkenn01goog,issue_candidate
in.ernet.dli.2015.92926,table-talk,rev2,The Table Talk Of Martin Luther,"Hazlitt, William Tr.",1857,1857-01-01T00:00:00Z,Internet Archive,https://archive.org/details/in.ernet.dli.2015.92926,issue_candidate
tabletalkororig04hazlgoog,table-talk,rev2,"Table-talk: or, Original essays",William Hazlitt,1857,1857-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkororig04hazlgoog,issue_candidate
teatabletalkenn00goog,table-talk,rev2,"Tea-table Talk, Ennobled Actresses, and Other Miscellanies",Mathews (Anne Jackson ),1857,1857-01-01T00:00:00Z,Internet Archive,https://archive.org/details/teatabletalkenn00goog,issue_candidate
tabletalkofmarti00luth,table-talk,rev2,The table talk of Martin Luther,"['Luther, Martin, 1483-1546', 'Hazlitt, William, 1811-1893', 'Chalmers, Alexander, 1759-1834']",1857,1857-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkofmarti00luth,issue_candidate
completeworkssa04marsgoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge. : With an introductory essay upon his philosophical and theological opinions.,"Coleridge, Samuel Taylor, 1772-1834, author",1858,1858-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa04marsgoog,issue_candidate
completeworkssa05unkngoog,table-talk,rev2,The complete works of Samuel Taylor Coleridge. : With an introductory essay upon his philosophical and theological opinions.,"Coleridge, Samuel Taylor, 1772-1834, author",1858,1858-01-01T00:00:00Z,Internet Archive,https://archive.org/details/completeworkssa05unkngoog,issue_candidate
recollections01rogegoog,table-talk,rev2,Recollections,"['Rogers, Samuel, 1763-1855', 'Sharpe, William, 1804-1870, ed']",1859,1859-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollections01rogegoog,issue_candidate
recollections00roge3,table-talk,rev2,Recollections,"['Rogers, Samuel, 1763-1855', 'Sharpe, William, 1804-1870, ed']",1859,1859-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollections00roge3,issue_candidate
recollectionsed00rogegoog,table-talk,rev2,Recollections,"['Rogers, Samuel, 1763-1855', 'Sharpe, William, 1804-1870, ed']",1859,1859-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollectionsed00rogegoog,issue_candidate
recollections02rogegoog,table-talk,rev2,Recollections,"['Rogers, Samuel, 1763-1855', 'Sharpe, William, 1804-1870, ed']",1859,1859-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollections02rogegoog,issue_candidate
cu31924013540731,table-talk,rev2,Recollections,"Rogers, Samuel, 1763-1855",1859,1859-01-01T00:00:00Z,Internet Archive,https://archive.org/details/cu31924013540731,issue_candidate
recollections00roge,table-talk,rev2,Recollections,"['Rogers, Samuel, 1763-1855', 'Sharpe, William, 1804-1870']",1859,1859-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollections00roge,issue_candidate
recollections00rogegoog,table-talk,rev2,Recollections,"['Rogers, Samuel, 1763-1855', 'Sharpe, William, 1804-1870, ed']",1859,1859-01-01T00:00:00Z,Internet Archive,https://archive.org/details/recollections00rogegoog,issue_candidate
tabletalkjohnse01seldgoog,table-talk,rev2,The Table-talk of John Selden,John Selden,1860,1860-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkjohnse01seldgoog,issue_candidate
tabletalkofjohns00seld,table-talk,rev2,The table-talk of John Selden,"['Selden, John, 1584-1654', 'Singer, Samuel Weller, 1783-1858', 'Milward, Ri. (Richard), 1609-1680']",1860,1860-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkofjohns00seld,issue_candidate
LifeOfCatherineMcAuley,table-talk,rev2,Life of Catherine McAuley : foundress and first superior of the Institute of Religious Sisters of Mercy.,"['Carroll, Austin, 1835-1909', ""O'Brien, Richard Baptist, 1809-1885""]",1866,1866-01-01T00:00:00Z,Internet Archive,https://archive.org/details/LifeOfCatherineMcAuley,issue_candidate
tabletalk00arbegoog,table-talk,rev2,Table-talk,"['Selden, John, 1584-1654', 'Arber, Edward, 1836-1912']",1868,1868-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalk00arbegoog,issue_candidate
englishreprints0003unse,table-talk,rev2,English reprints,,1868,1868-01-01T00:00:00Z,Internet Archive,https://archive.org/details/englishreprints0003unse,issue_candidate
lastwinterin00zincrich,table-talk,rev2,"Last winter in the United States; being table talk collected during a tour through the late Southern Confederation, the Far West, the Rocky Mountains, &c","Zincke, F. Barham (Foster Barham), 1817-1893",1868,1868-01-01T00:00:00Z,Internet Archive,https://archive.org/details/lastwinterin00zincrich,issue_candidate
10748532bsb,table-talk,rev2,Table-talk: 1689. 6 = Vol. II,"Selden, John",1868,1868-01-01T00:00:00Z,Internet Archive,https://archive.org/details/10748532bsb,issue_candidate
englishreprints0000unse,table-talk,rev2,English reprints,,1868,1868-01-01T00:00:00Z,Internet Archive,https://archive.org/details/englishreprints0000unse,issue_candidate
tabletalkandopi00napogoog,table-talk,rev2,The table talk and opinions of Napoleon Buonaparte,"['Napoleon I, Emperor of the French, 1769-1821', 'Blumer, Edith Walford, comp']",1868,1868-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkandopi00napogoog,issue_candidate
lastwinterinuni00zincgoog,table-talk,rev2,Last Winter in the United States: Being Table Talk Collected During a Tour ...,Foster Barham Zincke,1868,1868-01-01T00:00:00Z,Internet Archive,https://archive.org/details/lastwinterinuni00zincgoog,issue_candidate
tabletalk00ever,table-talk,rev2,Table talk ..,"['Everett, Charles J., [from old catalog] ed', 'Wilson, Lockwood, Everett & co., New York. [from old catalog]']",1869,1869-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalk00ever,issue_candidate
TheChurchSeasons,table-talk,rev2,The Church seasons historically and poetically illustrated,"Grant, Alexander H. (Alexander Henley)",1869,1869-01-01T00:00:00Z,Internet Archive,https://archive.org/details/TheChurchSeasons,issue_candidate
tabletalk00seld,table-talk,rev2,Table-talk,"['Selden, John, 1584-1654', 'Milward, Ri. (Richard), 1609-1680', 'Arber, Edward, 1836-1912']",1869,1869-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalk00seld,issue_candidate
bwb_O6-CDS-046,table-talk,rev2,TABLE TALK: Essays On Men And Manners,William HAZLITT,1869,1869-01-01T00:00:00Z,Internet Archive,https://archive.org/details/bwb_O6-CDS-046,issue_candidate
johnsonstabletal00john,table-talk,rev2,Johnson's table talk : a selection of his main topics and opinions taken from Boswell's Life,"['Johnson, Samuel, 1709-1784', 'Bettany, Lewis, 1869-', 'Boswell, James, 1740-1795']",1869,1869-01-01T00:00:00Z,Internet Archive,https://archive.org/details/johnsonstabletal00john,issue_candidate
tabletalk1689edi00seld,table-talk,rev2,Table-talk. 1689. Edited by Edward Arber,"['Selden, John, 1584-1654', 'Milward, Richard, 1609-1680', 'Arber, Edward, 1836-1912']",1869,1869-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalk1689edi00seld,issue_candidate
oxfordreformersj0000seeb_g2q5,table-talk,rev2,"The Oxford reformers: John Colet, Erasmus, and Thomas More","Seebohm, Frederic, 1833-1912",1869,1869-01-01T00:00:00Z,Internet Archive,https://archive.org/details/oxfordreformersj0000seeb_g2q5,issue_candidate
TheLifeAndTimesOfTheRtRev,table-talk,rev2,"The life and times of the Rt. Rev. John Timon, D.D.: first Roman Catholic bishop of the Diocese of Buffalo","Deuther, Charles G. (Charles George), 1842-",1870,1870-01-01T00:00:00Z,Internet Archive,https://archive.org/details/TheLifeAndTimesOfTheRtRev,issue_candidate
tabletalktowhich00hun,table-talk,rev2,Table-talk. To which are added Imaginary conversations of Pope and Swift,"Hunt, Leigh, 1784-1859",1870,1870-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalktowhich00hun,issue_candidate
witwisdomofrevsy0000unse_f0r2,table-talk,rev2,Wit and Wisdom of the Rev. Sydney Smith Being Selections from His Writings and Passages of His Letters and Table-Talk,EVERT A. DUYCKINCK,1870,1870-01-01T00:00:00Z,Internet Archive,https://archive.org/details/witwisdomofrevsy0000unse_f0r2,issue_candidate
LifeAndTimesOfTheRtRevJohnTimon,table-talk,rev2,"The Life And Times Of The Rt. Rev. John Timon, D. D.: First Roman Catholic Bishop Of The Diocese Of Buffalo","['Deuther, Charles G. (Charles George), 1842-', 'McKeon, C., Mrs., former owner']",1870,1870-01-01T00:00:00Z,Internet Archive,https://archive.org/details/LifeAndTimesOfTheRtRevJohnTimon,issue_candidate
in.ernet.dli.2015.51526,table-talk,rev2,Table-talk To Which Are Added Imaginary Conversations Of Pope And Swift,"Hunt, Leigh",1870,1870-01-01T00:00:00Z,Internet Archive,https://archive.org/details/in.ernet.dli.2015.51526,issue_candidate
tabletalkofmarti1872luth,table-talk,rev2,The table talk of Martin Luther,"['Luther, Martin, 1483-1546', 'Hazlitt, William, 1811-1893', 'Chalmers, Alexander, 1759-1834']",1872,1872-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkofmarti1872luth,issue_candidate
cu31924029255184,table-talk,rev2,The table talk of Martin Luther,"Luther, Martin, 1483-1546",1872,1872-01-01T00:00:00Z,Internet Archive,https://archive.org/details/cu31924029255184,issue_candidate
bub_gb_rnJAAAAAIAAJ,table-talk,rev2,"M. Anton Lauterbach's, Diaconi zu Wittenberg Tagebuch auf das Jahr 1538, die Hauptquelle der Tischreden Luther's","['Lauterbach, Anton, 1502-1569', 'Luther, Martin, 1483-1546', 'Seidemann, Johann Karl, 1807-1879']",1872,1872-01-01T00:00:00Z,Internet Archive,https://archive.org/details/bub_gb_rnJAAAAAIAAJ,issue_candidate
b22309391,table-talk,rev2,"Extracts from various authors, and fragments of table-talk : afternoons at L*********",Royal College of Surgeons of England,1873,1873-01-01T00:00:00Z,Internet Archive,https://archive.org/details/b22309391,issue_candidate
b2173110x,table-talk,rev2,"Extracts from various authors, and fragments of table-talk, afternoons at L*********","['Hussey E. L. (Edward Law), 1816-1899', 'Royal College of Physicians of Edinburgh']",1873,1873-01-01T00:00:00Z,Internet Archive,https://archive.org/details/b2173110x,issue_candidate
specimensoftable00coleuoft,table-talk,rev2,Specimens of the Table talk. [edited by Henry Nelson Coleridge],"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843']",1874,1874-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimensoftable00coleuoft,issue_candidate
bookhumourwitwi00projgoog,table-talk,rev2,"The Book of Humour, Wit & Wisdom: A Manual of Table-talk",Making of America Project,1874,1874-01-01T00:00:00Z,Internet Archive,https://archive.org/details/bookhumourwitwi00projgoog,issue_candidate
nimrodshuntingto00nimrrich,table-talk,rev2,"Nimrod's hunting tour in Scotland and the north of England; with the table-talk of distinguished sporting characters and anecdotes of masters of hounds, crack riders and celebrated amateur dragsmen","Nimrod, 1778-1843",1874,1874-01-01T00:00:00Z,Internet Archive,https://archive.org/details/nimrodshuntingto00nimrrich,issue_candidate
dli.bengal.10689.1229,table-talk,rev2,The Book Of Table - Talk,"Russell, William Clark",1874,1874-01-01T00:00:00Z,Internet Archive,https://archive.org/details/dli.bengal.10689.1229,issue_candidate
in.ernet.dli.2015.35932,table-talk,rev2,The Book Of Table - Talk,"Russell, William Clark",1874,1874-01-01T00:00:00Z,Internet Archive,https://archive.org/details/in.ernet.dli.2015.35932,issue_candidate
benjaminroberth01hayd,table-talk,rev2,Benjamin Robert Haydon : correspondence and table-talk ; with a memoir by his son Frederic Wordsworth Haydon,"['Haydon, Benjamin Robert, 1786-1846', 'Haydon, Frederic Wordsworth, 1827-1886']",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminroberth01hayd,issue_candidate
tabletalkesgeor00hazluoft,table-talk,rev2,Table talk; essays on men and manners,"['Hazlitt, William, 1778-1830', 'Hazlitt, William Carew, 1834-1913']",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkesgeor00hazluoft,issue_candidate
benjaminroberth04haydgoog,table-talk,rev2,Benjamin Robert Haydon: correspondence and table-talk,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminroberth04haydgoog,issue_candidate
correspondencea02haydgoog,table-talk,rev2,Correspondence and table-talk,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/correspondencea02haydgoog,issue_candidate
benjaminroberth00haydgoog,table-talk,rev2,Benjamin Robert Haydon: correspondence and table-talk,"['Haydon, Benjamin Robert, 1786-1846', 'Haydon, Frederick Wordsworth, 1827-1886']",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminroberth00haydgoog,issue_candidate
lifelettersandt00haydgoog,table-talk,rev2,"The Life, Letters and Table Talk of Benjamin Robert Haydon","Benjamin Robert Haydon, Frederick Wordsworth Haydon",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/lifelettersandt00haydgoog,issue_candidate
benjaminroberth02haydgoog,table-talk,rev2,Benjamin Robert Haydon: correspondence and table-talk,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminroberth02haydgoog,issue_candidate
benjaminroberth01haydgoog,table-talk,rev2,Benjamin Robert Haydon: correspondence and table-talk,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminroberth01haydgoog,issue_candidate
benjaminroberth06haydgoog,table-talk,rev2,Benjamin Robert Haydon: correspondence and table-talk,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/benjaminroberth06haydgoog,issue_candidate
correspondencea01haydgoog,table-talk,rev2,Correspondence and table-talk; with a memoir,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/correspondencea01haydgoog,issue_candidate
correspondencea03haydgoog,table-talk,rev2,Correspondence and table-talk; with a memoir,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/correspondencea03haydgoog,issue_candidate
correspondencea00haydgoog,table-talk,rev2,Correspondence and table-talk; with a memoir,"Haydon, Benjamin Robert, 1786-1846",1876,1876-01-01T00:00:00Z,Internet Archive,https://archive.org/details/correspondencea00haydgoog,issue_candidate
