issue_id,source_group_id,revision,title,creator,year,date,repository,source_url,status
sim_good-housekeeping_good-housekeeping_1889-09-14_9_10,good-housekeeping-early,rev2,Good Housekeeping 1889-09-14: Vol 9 Iss 10,,1889,1889-09-14T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1889-09-14_9_10,issue_candidate
sim_good-housekeeping_good-housekeeping_may-11-1889-october-26-1889_9_index,good-housekeeping-early,rev2,"Good Housekeeping May 11, 1889-October 26, 1889: Vol 9 Index",,1889,1889-05-11T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_may-11-1889-october-26-1889_9_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-03-29_10_11,good-housekeeping-early,rev2,Good Housekeeping 1890-03-29: Vol 10 Iss 11,,1890,1890-03-29T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-03-29_10_11,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-08-02_11_7,good-housekeeping-early,rev2,Good Housekeeping 1890-08-02: Vol 11 Iss 7,,1890,1890-08-02T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-08-02_11_7,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-09-27_11_11,good-housekeeping-early,rev2,Good Housekeeping 1890-09-27: Vol 11 Iss 11,,1890,1890-09-27T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-09-27_11_11,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-10-25_11_13,good-housekeeping-early,rev2,Good Housekeeping 1890-10-25: Vol 11 Iss 13,,1890,1890-10-25T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-10-25_11_13,issue_candidate
golden-links-in-the-chain-that-connects-mother-home-and-heaven,good-housekeeping-early,rev2,"Golden Links in the Chain That Connects Mother, Home and Heaven","['Mrs. J. P. Newman', 'Angeline Ensign Newman', 'Various']",1890,1890-01-01T00:00:00Z,Internet Archive,https://archive.org/details/golden-links-in-the-chain-that-connects-mother-home-and-heaven,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-08-30_11_9,good-housekeeping-early,rev2,Good Housekeeping 1890-08-30: Vol 11 Iss 9,,1890,1890-08-30T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-08-30_11_9,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-08-16_11_8,good-housekeeping-early,rev2,Good Housekeeping 1890-08-16: Vol 11 Iss 8,,1890,1890-08-16T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-08-16_11_8,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-12-06_11_13c,good-housekeeping-early,rev2,Good Housekeeping 1890-12-06: Vol 11 Iss 13C,,1890,1890-12-06T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-12-06_11_13c,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-01-18_10_6,good-housekeeping-early,rev2,Good Housekeeping 1890-01-18: Vol 10 Iss 6,,1890,1890-01-18T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-01-18_10_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-02-01_10_7,good-housekeeping-early,rev2,Good Housekeeping 1890-02-01: Vol 10 Iss 7,,1890,1890-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-02-01_10_7,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-05-24_11_2,good-housekeeping-early,rev2,Good Housekeeping 1890-05-24: Vol 11 Iss 2,,1890,1890-05-24T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-05-24_11_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-04-26_10_13,good-housekeeping-early,rev2,Good Housekeeping 1890-04-26: Vol 10 Iss 13,,1890,1890-04-26T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-04-26_10_13,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-01-04_10_5,good-housekeeping-early,rev2,Good Housekeeping 1890-01-04: Vol 10 Iss 5,,1890,1890-01-04T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-01-04_10_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-11-22_11_13b,good-housekeeping-early,rev2,Good Housekeeping 1890-11-22: Vol 11 Iss 13B,,1890,1890-11-22T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-11-22_11_13b,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-11-08_11_13a,good-housekeeping-early,rev2,Good Housekeeping 1890-11-08: Vol 11 Iss 13A,,1890,1890-11-08T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-11-08_11_13a,issue_candidate
BRM_1890112701,good-housekeeping-early,rev2,The Brandon mail (1890-11-27),,1890,1890-11-27T00:00:00Z,Internet Archive,https://archive.org/details/BRM_1890112701,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-02-15_10_8,good-housekeeping-early,rev2,Good Housekeeping 1890-02-15: Vol 10 Iss 8,,1890,1890-02-15T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-02-15_10_8,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-05-10_11_1,good-housekeeping-early,rev2,Good Housekeeping 1890-05-10: Vol 11 Iss 1,,1890,1890-05-10T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-05-10_11_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-06-07_11_3,good-housekeeping-early,rev2,Good Housekeeping 1890-06-07: Vol 11 Iss 3,,1890,1890-06-07T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-06-07_11_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-03-01_10_9,good-housekeeping-early,rev2,Good Housekeeping 1890-03-01: Vol 10 Iss 9,,1890,1890-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-03-01_10_9,issue_candidate
sim_good-housekeeping_good-housekeeping_may-10-1890-december-6-1890_11_index,good-housekeeping-early,rev2,"Good Housekeeping May 10, 1890-December 6, 1890: Vol 11 Index",,1890,1890-05-10T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_may-10-1890-december-6-1890_11_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-10-11_11_12,good-housekeeping-early,rev2,Good Housekeeping 1890-10-11: Vol 11 Iss 12,,1890,1890-10-11T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-10-11_11_12,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-03-15_10_10,good-housekeeping-early,rev2,Good Housekeeping 1890-03-15: Vol 10 Iss 10,,1890,1890-03-15T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-03-15_10_10,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-07-05_11_5,good-housekeeping-early,rev2,Good Housekeeping 1890-07-05: Vol 11 Iss 5,,1890,1890-07-05T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-07-05_11_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-04-12_10_12,good-housekeeping-early,rev2,Good Housekeeping 1890-04-12: Vol 10 Iss 12,,1890,1890-04-12T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-04-12_10_12,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-06-21_11_4,good-housekeeping-early,rev2,Good Housekeeping 1890-06-21: Vol 11 Iss 4,,1890,1890-06-21T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-06-21_11_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-07-19_11_6,good-housekeeping-early,rev2,Good Housekeeping 1890-07-19: Vol 11 Iss 6,,1890,1890-07-19T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-07-19_11_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1890-09-13_11_10,good-housekeeping-early,rev2,Good Housekeeping 1890-09-13: Vol 11 Iss 10,,1890,1890-09-13T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1890-09-13_11_10,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-08_13_2,good-housekeeping-early,rev2,Good Housekeeping 1891-08: Vol 13 Iss 2,,1891,1891-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-08_13_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1891_13_index,good-housekeeping-early,rev2,Good Housekeeping 1891: Vol 13 Index,,1891,1891-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891_13_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-05_12_5,good-housekeeping-early,rev2,Good Housekeeping 1891-05: Vol 12 Iss 5,,1891,1891-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-05_12_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1891_12_index,good-housekeeping-early,rev2,Good Housekeeping 1891: Vol 12 Index,,1891,1891-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891_12_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-10_13_4,good-housekeeping-early,rev2,Good Housekeeping 1891-10: Vol 13 Iss 4,,1891,1891-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-10_13_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-06_12_6,good-housekeeping-early,rev2,Good Housekeeping 1891-06: Vol 12 Iss 6,,1891,1891-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-06_12_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-11_13_5,good-housekeeping-early,rev2,Good Housekeeping 1891-11: Vol 13 Iss 5,,1891,1891-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-11_13_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-04_12_4,good-housekeeping-early,rev2,Good Housekeeping 1891-04: Vol 12 Iss 4,,1891,1891-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-04_12_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-09_13_3,good-housekeeping-early,rev2,Good Housekeeping 1891-09: Vol 13 Iss 3,,1891,1891-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-09_13_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-02_12_2,good-housekeeping-early,rev2,Good Housekeeping 1891-02: Vol 12 Iss 2,,1891,1891-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-02_12_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-12_13_6,good-housekeeping-early,rev2,Good Housekeeping 1891-12: Vol 13 Iss 6,,1891,1891-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-12_13_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-01_12_1,good-housekeeping-early,rev2,Good Housekeeping 1891-01: Vol 12 Iss 1,,1891,1891-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-01_12_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-07_13_1,good-housekeeping-early,rev2,Good Housekeeping 1891-07: Vol 13 Iss 1,,1891,1891-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-07_13_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1891-03_12_3,good-housekeeping-early,rev2,Good Housekeeping 1891-03: Vol 12 Iss 3,,1891,1891-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1891-03_12_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-03_14_3,good-housekeeping-early,rev2,Good Housekeeping 1892-03: Vol 14 Iss 3,,1892,1892-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-03_14_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-02_14_2,good-housekeeping-early,rev2,Good Housekeeping 1892-02: Vol 14 Iss 2,,1892,1892-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-02_14_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-05_14_5,good-housekeeping-early,rev2,Good Housekeeping 1892-05: Vol 14 Iss 5,,1892,1892-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-05_14_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-10_15_4,good-housekeeping-early,rev2,Good Housekeeping 1892-10: Vol 15 Iss 4,,1892,1892-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-10_15_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1892_14_index,good-housekeeping-early,rev2,Good Housekeeping 1892: Vol 14 Index,,1892,1892-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892_14_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-12_15_6,good-housekeeping-early,rev2,Good Housekeeping 1892-12: Vol 15 Iss 6,,1892,1892-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-12_15_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-11_15_5,good-housekeeping-early,rev2,Good Housekeeping 1892-11: Vol 15 Iss 5,,1892,1892-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-11_15_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-07_15_1,good-housekeeping-early,rev2,Good Housekeeping 1892-07: Vol 15 Iss 1,,1892,1892-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-07_15_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-08_15_2,good-housekeeping-early,rev2,Good Housekeeping 1892-08: Vol 15 Iss 2,,1892,1892-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-08_15_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-01_14_1,good-housekeeping-early,rev2,Good Housekeeping 1892-01: Vol 14 Iss 1,,1892,1892-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-01_14_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-06_14_6,good-housekeeping-early,rev2,Good Housekeeping 1892-06: Vol 14 Iss 6,,1892,1892-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-06_14_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-04_14_4,good-housekeeping-early,rev2,Good Housekeeping 1892-04: Vol 14 Iss 4,,1892,1892-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-04_14_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1892-09_15_3,good-housekeeping-early,rev2,Good Housekeeping 1892-09: Vol 15 Iss 3,,1892,1892-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892-09_15_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1892_15_index,good-housekeeping-early,rev2,Good Housekeeping 1892: Vol 15 Index,,1892,1892-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1892_15_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1893_16_index,good-housekeeping-early,rev2,Good Housekeeping 1893: Vol 16 Index,,1893,1893-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893_16_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1893_17_index,good-housekeeping-early,rev2,Good Housekeeping 1893: Vol 17 Index,,1893,1893-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893_17_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-08_17_2,good-housekeeping-early,rev2,Good Housekeeping 1893-08: Vol 17 Iss 2,,1893,1893-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-08_17_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-10_17_4,good-housekeeping-early,rev2,Good Housekeeping 1893-10: Vol 17 Iss 4,,1893,1893-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-10_17_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-03_16_3,good-housekeeping-early,rev2,Good Housekeeping 1893-03: Vol 16 Iss 3,,1893,1893-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-03_16_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-04_16_4,good-housekeeping-early,rev2,Good Housekeeping 1893-04: Vol 16 Iss 4,,1893,1893-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-04_16_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-05_16_5,good-housekeeping-early,rev2,Good Housekeeping 1893-05: Vol 16 Iss 5,,1893,1893-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-05_16_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-02_16_2,good-housekeeping-early,rev2,Good Housekeeping 1893-02: Vol 16 Iss 2,,1893,1893-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-02_16_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-06_16_6,good-housekeeping-early,rev2,Good Housekeeping 1893-06: Vol 16 Iss 6,,1893,1893-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-06_16_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-07_17_1,good-housekeeping-early,rev2,Good Housekeeping 1893-07: Vol 17 Iss 1,,1893,1893-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-07_17_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-12_17_6,good-housekeeping-early,rev2,Good Housekeeping 1893-12: Vol 17 Iss 6,,1893,1893-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-12_17_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-01_16_1,good-housekeeping-early,rev2,Good Housekeeping 1893-01: Vol 16 Iss 1,,1893,1893-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-01_16_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-09_17_3,good-housekeeping-early,rev2,Good Housekeeping 1893-09: Vol 17 Iss 3,,1893,1893-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-09_17_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1893-11_17_5,good-housekeeping-early,rev2,Good Housekeeping 1893-11: Vol 17 Iss 5,,1893,1893-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1893-11_17_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-12_19_6,good-housekeeping-early,rev2,Good Housekeeping 1894-12: Vol 19 Iss 6,,1894,1894-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-12_19_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-03_18_3,good-housekeeping-early,rev2,Good Housekeeping 1894-03: Vol 18 Iss 3,,1894,1894-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-03_18_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-04_18_4,good-housekeeping-early,rev2,Good Housekeeping 1894-04: Vol 18 Iss 4,,1894,1894-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-04_18_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-10_19_4,good-housekeeping-early,rev2,Good Housekeeping 1894-10: Vol 19 Iss 4,,1894,1894-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-10_19_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-11_19_5,good-housekeeping-early,rev2,Good Housekeeping 1894-11: Vol 19 Iss 5,,1894,1894-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-11_19_5,issue_candidate
sim_good-housekeeping_good-housekeeping_january-1894-june-1894_18_index,good-housekeeping-early,rev2,Good Housekeeping January 1894-June 1894: Vol 18 Index,,1894,1894-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_january-1894-june-1894_18_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-01_18_1,good-housekeeping-early,rev2,Good Housekeeping 1894-01: Vol 18 Iss 1,,1894,1894-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-01_18_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-02_18_2,good-housekeeping-early,rev2,Good Housekeeping 1894-02: Vol 18 Iss 2,,1894,1894-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-02_18_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-08_19_2,good-housekeeping-early,rev2,Good Housekeeping 1894-08: Vol 19 Iss 2,,1894,1894-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-08_19_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-09_19_3,good-housekeeping-early,rev2,Good Housekeeping 1894-09: Vol 19 Iss 3,,1894,1894-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-09_19_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-06_18_6,good-housekeeping-early,rev2,Good Housekeeping 1894-06: Vol 18 Iss 6,,1894,1894-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-06_18_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-07_19_1,good-housekeeping-early,rev2,Good Housekeeping 1894-07: Vol 19 Iss 1,,1894,1894-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-07_19_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1894-05_18_5,good-housekeeping-early,rev2,Good Housekeeping 1894-05: Vol 18 Iss 5,,1894,1894-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894-05_18_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1894_19_index,good-housekeeping-early,rev2,Good Housekeeping 1894: Vol 19 Index,,1894,1894-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1894_19_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-07_21_1,good-housekeeping-early,rev2,Good Housekeeping 1895-07: Vol 21 Iss 1,,1895,1895-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-07_21_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-10_21_4,good-housekeeping-early,rev2,Good Housekeeping 1895-10: Vol 21 Iss 4,,1895,1895-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-10_21_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1895_21_index,good-housekeeping-early,rev2,Good Housekeeping 1895: Vol 21 Index,,1895,1895-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895_21_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-08_21_2,good-housekeeping-early,rev2,Good Housekeeping 1895-08: Vol 21 Iss 2,,1895,1895-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-08_21_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1895_20_index,good-housekeeping-early,rev2,Good Housekeeping 1895: Vol 20 Index,,1895,1895-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895_20_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-09_21_3,good-housekeeping-early,rev2,Good Housekeeping 1895-09: Vol 21 Iss 3,,1895,1895-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-09_21_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-12_21_6,good-housekeeping-early,rev2,Good Housekeeping 1895-12: Vol 21 Iss 6,,1895,1895-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-12_21_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-01_20_1,good-housekeeping-early,rev2,Good Housekeeping 1895-01: Vol 20 Iss 1,,1895,1895-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-01_20_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-04_20_4,good-housekeeping-early,rev2,Good Housekeeping 1895-04: Vol 20 Iss 4,,1895,1895-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-04_20_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-11_21_5,good-housekeeping-early,rev2,Good Housekeeping 1895-11: Vol 21 Iss 5,,1895,1895-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-11_21_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-06_20_6,good-housekeeping-early,rev2,Good Housekeeping 1895-06: Vol 20 Iss 6,,1895,1895-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-06_20_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-02_20_2,good-housekeeping-early,rev2,Good Housekeeping 1895-02: Vol 20 Iss 2,,1895,1895-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-02_20_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-05_20_5,good-housekeeping-early,rev2,Good Housekeeping 1895-05: Vol 20 Iss 5,,1895,1895-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-05_20_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1895-03_20_3,good-housekeeping-early,rev2,Good Housekeeping 1895-03: Vol 20 Iss 3,,1895,1895-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1895-03_20_3,issue_candidate
